"","group","group_name","seqnames","start","end","strand","name","idx","Log2FC","FDR","MeanDiff"
"1363",1,"C1","chr1",148679742,148531385,2,"NBPF14",1363,0.650907318036824,2.38415971742733e-06,0.0415543393751421
"9852",1,"C1","chr17",18661950,18635006,2,"TBC1D28",366,0.859299624275779,2.42528187400098e-06,0.0463925143720185
"3893",1,"C1","chr11",44951306,44885903,2,"TP53I11",471,0.59073007992582,2.43731229730582e-06,0.148554486925622
"13587",1,"C1","chr2",96305515,96274336,2,"SNRNP200",638,0.518776641828056,2.43863075954081e-06,0.153463386230483
"5469",1,"C1","chr12",51951667,51997078,1,"ACVR1B",484,0.509765370244257,2.51213497180182e-06,0.174878285600125
"11038",1,"C1","chr18",23689443,23955066,1,"LAMA3",126,0.575983882098209,2.52038113077426e-06,0.20015297817926
"18948",1,"C1","chr5",93583337,93594615,1,"NR2F1",455,0.690361618403977,2.52291015050685e-06,0.193359308377059
"12183",1,"C1","chr19",39245129,39243553,2,"IFNL3",887,1.40582932374474,2.60395521304693e-06,0.114110939924149
"20172",1,"C1","chr6",36622512,36622436,2,"MIR3925",517,0.804281032856878,2.68434161610334e-06,0.289223979475143
"23010",1,"C1","chr9",5339873,5334969,2,"RLN1",33,1.0777135290998,2.78094566405837e-06,0.140749527854355
"12930",1,"C1","chr19",58347751,58355183,1,"A1BG-AS1",1634,0.935252009051348,2.85357036794578e-06,0.185133049956458
"20175",1,"C1","chr6",36697851,36733183,1,"RAB44",520,1.14125111927251,2.90073506122934e-06,0.135126467845614
"21052",1,"C1","chr7",13991425,13891228,2,"ETV1",108,0.754072964134904,2.91508523423098e-06,0.145713996201877
"2282",1,"C1","chr1",229343294,229321005,2,"CCSAP",2282,0.502182732379956,3.01243049319345e-06,0.225283990809139
"11542",1,"C1","chr19",7669044,7670454,1,"RETN",246,0.826201825709166,3.18196398971563e-06,0.133569852328523
"16913",1,"C1","chr3",118943073,118948241,1,"IGSF11-AS1",781,1.59456936598362,3.22292110860577e-06,0.0867140314337776
"16326",1,"C1","chr3",32951574,32956349,1,"CCR4",194,1.33701988652385,3.24644283209381e-06,0.164978035443599
"4025",1,"C1","chr11",57460549,57477534,1,"RTN4RL2",603,0.616461418444592,3.25235858013715e-06,0.19641030805047
"12151",1,"C1","chr19",38289151,38305009,1,"C19orf33",855,1.88252018060676,3.38925465208416e-06,0.0502283794357626
"10237",1,"C1","chr17",42549214,42555213,1,"HSD17B1",751,0.746773975448829,3.66774290866618e-06,0.205574336715186
"11026",1,"C1","chr18",22169443,22202528,1,"GATA6",114,0.940915033301592,3.71947715983808e-06,0.12314188802867
"13448",1,"C1","chr2",73214222,73227237,1,"SMYD5",499,0.649777480672144,3.73416254938104e-06,0.156124220353254
"13760",1,"C1","chr2",119679167,119686507,1,"TMEM177",811,0.629262458149288,3.81575790733365e-06,0.234751595659227
"4787",1,"C1","chr11",118152888,118133377,2,"SCN4B",1365,0.86434932076371,3.88779529245874e-06,0.14826825293453
"22130",1,"C1","chr8",8893645,8783354,2,"MFHAS1",50,0.758791557087241,3.90444399956483e-06,0.125447820963428
"18975",1,"C1","chr5",98768650,98798643,1,"RGMB",482,1.03544783968172,3.91618391261908e-06,0.271647725174446
"14595",1,"C1","chr20",3071620,3072517,1,"OXT",66,1.09067682095766,3.97792106796492e-06,0.204583068948044
"5138",1,"C1","chr12",9607886,9594551,2,"KLRB1",153,0.877816814109546,4.11777980408858e-06,0.147334658253686
"2110",1,"C1","chr1",207454230,207489895,1,"CR2",2110,1.37329951944305,4.16633988045912e-06,0.0647606063334889
"7375",1,"C1","chr14",88036319,88018605,2,"LOC101928791",557,1.20211838435331,4.25346916704952e-06,0.101454487481246
"21821",1,"C1","chr7",129775014,129774905,2,"MIR183",877,0.861505410807771,4.27752411187779e-06,0.446002274400975
"22610",1,"C1","chr8",90985257,90958637,2,"C8orf88",530,1.12436799988354,4.3159549967013e-06,0.0928558749571918
"20764",1,"C1","chr6",143511690,143494811,2,"FUCA2",1109,1.0152868511751,4.34053137010939e-06,0.130310348806241
"24023",1,"C1","chrX",15270467,15235288,2,"ASB9",60,1.32087506485007,4.56575865501012e-06,0.0400554436330799
"10152",1,"C1","chr17",40937634,40922696,2,"KRT23",666,1.66814655182739,4.61954681093406e-06,0.0708425589845402
"2126",1,"C1","chr1",209675420,209676388,1,"G0S2",2126,3.24776070784168,4.74877452667698e-06,0.14647889965625
"22658",1,"C1","chr8",97868840,98036716,1,"MATN2",578,0.901896787691245,5.00099923307692e-06,0.0824035832078788
"6246",1,"C1","chr12",132710819,132722734,1,"PGAM5",1261,0.570245338222926,5.07207004773972e-06,0.167363779758739
"13537",1,"C1","chr2",85751344,85788066,1,"ATOH8",588,0.87839754402713,5.1300141130344e-06,0.125660648087782
"19682",1,"C1","chr6",3157526,3153669,2,"TUBB2A",27,0.514849829919862,5.25482017481949e-06,0.356745201011976
"20681",1,"C1","chr6",131808016,131895155,1,"ENPP1",1026,1.01185452746411,5.41292479766222e-06,0.0977915343478866
"19923",1,"C1","chr6",29633976,29555629,2,"GABBR1",268,0.622294545437916,5.58187313078843e-06,0.128778285912078
"15468",1,"C1","chr21",41361943,41409390,1,"MX2",224,0.592759157806894,5.71717802906785e-06,0.172649790452613
"910",1,"C1","chr1",65002489,64972225,2,"LINC01359",910,0.804672065159195,5.77574790229123e-06,0.107086477250051
"8052",1,"C1","chr15",58138169,58185911,1,"AQP9",384,1.37784094577039,5.79917687068928e-06,0.0593502875372723
"22244",1,"C1","chr8",23068229,23083619,1,"LOC286059",164,0.627587617601565,5.88245298614712e-06,0.171266084980594
"15115",1,"C1","chr20",57711536,57648392,2,"PMEPA1",586,0.570624830378646,5.90730416410569e-06,0.166589693758857
"6640",1,"C1","chr13",87672615,87696272,1,"SLITRK5",381,1.02080910095685,5.96815660384879e-06,0.124543227101444
"17031",1,"C1","chr3",129002690,128909866,2,"KIAA1257",899,0.620973100114631,6.0180514820174e-06,0.10652332300931
"24692",1,"C1","chrX",134170125,134170017,2,"MIR18B",729,1.84225490783353,6.07035356263487e-06,0.163971224152154
"14769",1,"C1","chr20",25751218,25752761,1,"LOC105372582",240,0.918350202015608,6.8925901021862e-06,0.193317121328509
"2054",1,"C1","chr1",204166322,204154819,2,"REN",2054,0.835634100131207,7.06972228871445e-06,0.120878198446651
"24691",1,"C1","chrX",134169877,134169809,2,"MIR20B",728,1.83425951330978,7.06972228871445e-06,0.163687413549056
"24689",1,"C1","chrX",134169612,134169538,2,"MIR92A2",726,1.83475850419467,7.07682158571027e-06,0.16347011902799
"24690",1,"C1","chrX",134169767,134169671,2,"MIR19B2",727,1.83427735168302,7.07682158571027e-06,0.162933533243726
"14959",1,"C1","chr20",44531785,44624247,1,"PKIG",430,0.764773385305217,7.21362953587219e-06,0.16855670127807
"22157",1,"C1","chr8",11576313,11581342,1,"LINC00208",77,1.30640258252605,7.30524779003608e-06,0.123543183558893
"6370",1,"C1","chr13",32031639,32025314,2,"FRY-AS1",111,0.959243984321828,7.43290761274501e-06,0.126771556625321
"2819",1,"C1","chr10",63465229,63466563,1,"JMJD1C-AS1",367,0.821912677352782,7.52752531697554e-06,0.227232948716879
"10079",1,"C1","chr17",38605930,38530016,2,"SRCIN1",593,0.55814908056189,7.55527060547069e-06,0.178623187753119
"2680",1,"C1","chr10",35642278,35638249,2,"FZD8",228,1.32188818071787,7.67656693497664e-06,0.207113323374039
"13690",1,"C1","chr2",109129348,109504632,1,"SH3RF3",741,0.995650235355968,7.71306427325327e-06,0.34104247769976
"15229",1,"C1","chr20",63941544,63941465,2,"MIR1914",700,0.782373979887068,7.89332365105794e-06,0.304962369140101
"7006",1,"C1","chr14",32076114,32159728,1,"ARHGAP5",188,0.5593409215129,8.06735283090316e-06,0.141904525098406
"15491",1,"C1","chr21",42653636,42775509,1,"PDE9A",247,0.730308617917181,8.09972940758157e-06,0.116541094943815
"21146",1,"C1","chr7",27200106,27194364,2,"HOXA13",202,1.02955643806572,8.12510475559278e-06,0.154620859312323
"16367",1,"C1","chr3",39138206,39138266,1,"MIR6822",235,1.44344889023332,8.1638398041953e-06,0.236880356183826
"13617",1,"C1","chr2",98936259,98793846,2,"KIAA1211L",668,0.586569626954266,8.2028194922939e-06,0.113425685509452
"6755",1,"C1","chr13",109728282,109730007,1,"LINC00676",496,1.81403473071626,8.28883902920291e-06,0.11421289944578
"24891",1,"C1","chrX",154436913,154443467,1,"GDI1",928,0.631801039704806,8.56186582805912e-06,0.216931175000944
"12184",1,"C1","chr19",39248856,39246314,2,"IFNL4",888,2.0333005797641,8.6176496733903e-06,0.0782815703880812
"9648",1,"C1","chr17",7043923,7041630,2,"SLC16A11",162,0.602421528736919,8.64508258378827e-06,0.338773791540833
"3140",1,"C1","chr10",100373615,100383368,1,"OLMALINC",688,0.546647272974844,8.87398187176082e-06,0.274980217169633
"21143",1,"C1","chr7",27184518,27189293,1,"HOXA11-AS",199,1.03141188674351,9.00413437676367e-06,0.167483568844747
"18276",1,"C1","chr4",141636599,141733987,1,"IL15",742,0.793739451412458,9.00669871126696e-06,0.0892261968092856
"10478",1,"C1","chr17",55265012,55325065,1,"HLF",992,0.917734519462897,9.30483176956942e-06,0.158904755579085
"22961",1,"C1","chr8",144509074,144511213,1,"MFSD3",881,0.536740539335613,9.55640903393135e-06,0.36107775897706
"12782",1,"C1","chr19",54370558,54351384,2,"LAIR1",1486,0.678852429496982,9.65048268054752e-06,0.130811567362911
"22949",1,"C1","chr8",144400165,144400086,2,"MIR1234",869,2.6445952073549,9.65750829230965e-06,0.140718405359181
"24740",1,"C1","chrX",136550878,136550960,1,"MIR934",777,0.652967419374704,9.66905617011169e-06,0.133396944916475
"22219",1,"C1","chr8",22048995,22082527,1,"DMTN",139,0.606583790660606,9.94811850897614e-06,0.13804896568482
"9669",1,"C1","chr17",7380534,7389774,1,"TNK1",183,0.7051829803167,9.98787352042911e-06,0.164995557056156
"1430",1,"C1","chr1",151540305,151583583,1,"TUFT1",1430,0.601243875171669,1.0297953227992e-05,0.114547753851739
"12322",1,"C1","chr19",43639839,43622368,2,"CADM4",1026,0.855742486728644,1.0297953227992e-05,0.132155360038659
"3712",1,"C1","chr11",12163683,12163767,1,"MIR6124",290,0.506828325545719,1.06817722103356e-05,0.220614056175965
"22950",1,"C1","chr8",144400345,144400277,2,"MIR6849",870,0.66804376613029,1.07979525690038e-05,0.220909195733298
"7256",1,"C1","chr14",70641204,70581257,2,"MED6",438,0.610864496736321,1.13880515600898e-05,0.12270296385516
"2991",1,"C1","chr10",86970741,87024732,1,"AGAP11",539,0.578012060002663,1.14782725390135e-05,0.131645098664226
"20806",1,"C1","chr6",150025532,150018334,2,"RAET1L",1151,0.54546142023252,1.19690691787345e-05,0.155780410178757
"17228",1,"C1","chr3",157123004,157081667,2,"LINC00880",1096,0.818675271920438,1.21810564666333e-05,0.108230634018055
"24152",1,"C1","chrX",41447434,41475710,1,"NYX",189,0.945551394106881,1.26997093856496e-05,0.150660849815426
"12872",1,"C1","chr19",56567511,56588911,1,"ZNF470",1576,0.962728298387632,1.28530438625394e-05,0.0812682616355442
"8073",1,"C1","chr15",60681569,60686888,1,"RORA-AS2",405,1.01691989297771,1.32353779661496e-05,0.0958093384021673
"22990",1,"C1","chr9",2621834,2660053,1,"VLDLR",13,0.886708999801792,1.33695679542254e-05,0.139826992197532
"20002",1,"C1","chr6",31586124,31588909,1,"LST1",347,0.557819286515821,1.33966302373862e-05,0.299962516615246
"10778",1,"C1","chr17",77086716,77099196,1,"SNHG20",1292,0.600400841498656,1.34907490120456e-05,0.173319315565202
"4077",1,"C1","chr11",59713456,59805882,1,"STX3",655,0.673943894610458,1.42155119321789e-05,0.11343243385045
"23876",1,"C1","chr9",136410609,136401922,2,"ENTR1",899,0.575294592827597,1.42594333877803e-05,0.23033053600285
"18441",1,"C1","chr4",183322426,183321764,2,"CLDN24",907,0.76391542708124,1.44641176749576e-05,0.141771677485528
"4927",1,"C1","chr11",126283065,126298845,1,"TIRAP",1505,0.662258333033427,1.44895079927173e-05,0.13571403933527
"22411",1,"C1","chr8",48921740,48917690,2,"SNAI2",331,1.29324592825968,1.46746552168871e-05,0.167509970170197
"5676",1,"C1","chr12",57768986,57762334,2,"CYP27B1",691,0.572550525722636,1.47851925063676e-05,0.256798413376967
"20001",1,"C1","chr6",31582522,31580525,2,"LTB",346,0.533497630454308,1.4948760370054e-05,0.331922596162164
"15637",1,"C1","chr22",20033133,20033241,1,"MIR185",66,1.3359477606767,1.51142500330423e-05,0.173343618223228
"16880",1,"C1","chr3",113019861,113002440,2,"NEPRO",748,0.516376358260437,1.51812660758628e-05,0.163157297245253
"16451",1,"C1","chr3",46353734,46360928,1,"CCR2",319,0.705887949061288,1.53252610114666e-05,0.2382773610269
"3210",1,"C1","chr10",103493979,103592552,1,"NEURL1",758,0.724297378122328,1.57451499668529e-05,0.111206196853333
"23082",1,"C1","chr9",21559669,21455642,2,"MIR31HG",105,1.01517828675283,1.58402925481627e-05,0.114314817172394
"24892",1,"C1","chrX",154444126,154450654,1,"FAM50A",929,0.83546444849325,1.60331541242494e-05,0.153705062520652
"19440",1,"C1","chr5",157460019,157474717,1,"NIPAL4",947,0.835933560091257,1.65826489316003e-05,0.126875964122513
"16059",1,"C1","chr22",45605621,45604432,2,"LINC01589",488,0.987779328026662,1.6980839746826e-05,0.172248390079543
"17114",1,"C1","chr3",138944020,138935189,2,"LINC01391",982,0.7182801015042,1.70765661011201e-05,0.174727199880364
"20151",1,"C1","chr6",35512938,35497874,2,"TULP1",496,0.534715206488078,1.85240185851134e-05,0.138195086941968
"24688",1,"C1","chrX",134169473,134169361,2,"MIR363",725,1.54662333334554,1.8616448619107e-05,0.16055215024648
"13580",1,"C1","chr2",96116245,96112875,2,"ADRA2B",631,0.676206597855956,1.89996620010865e-05,0.312336969192068
"16879",1,"C1","chr3",112990918,113015060,1,"GTPBP8",747,0.557241942646156,1.95113100998286e-05,0.150157438728846
"22023",1,"C1","chr7",151174745,151148589,2,"GBX1",1079,0.660287858373618,1.97384811674584e-05,0.134744992134612
"21535",1,"C1","chr7",97872542,97852118,2,"ASNS",591,0.713015924192766,1.99489106797598e-05,0.150396995427027
"13533",1,"C1","chr2",85603196,85598548,2,"TMEM150A",584,0.684106009166653,1.99795876054818e-05,0.207570085788456
"22976",1,"C1","chr8",145002811,145006046,1,"ZNF252P-AS1",896,0.597499720983647,2.00970910623595e-05,0.264427900391547
"2055",1,"C1","chr1",204196486,204190341,2,"KISS1",2055,2.13395031063937,2.04384984266298e-05,0.186720626157045
"23475",1,"C1","chr9",99906633,99970341,1,"STX17",498,0.60087856469958,2.07990562649977e-05,0.11349235420202
"24864",1,"C1","chrX",153830565,153802166,2,"PDZD4",901,0.662274696601628,2.08605525833079e-05,0.130135318883718
"20723",1,"C1","chr6",136629172,136647999,1,"LOC101928461",1068,0.71777891010562,2.15388716332266e-05,0.102784922495171
"6392",1,"C1","chr13",36346431,36369601,1,"SPART-AS1",133,1.19779605198206,2.24914588586431e-05,0.0909423642795026
"14852",1,"C1","chr20",35147364,35115357,2,"EDEM2",323,0.514884871084436,2.26736728576314e-05,0.10839921772143
"320",1,"C1","chr1",20486220,20482391,2,"CAMK2N1",320,0.756123045875012,2.39998558879005e-05,0.220126549534405
"9141",1,"C1","chr16",58515479,58521181,1,"SETD6",656,0.82285769646019,2.39998558879005e-05,0.179707553327776
"15084",1,"C1","chr20",53552770,53575863,1,"LOC101927770",555,1.24385533900249,2.46121189219671e-05,0.0816341499495105
"18927",1,"C1","chr5",87267888,87391931,1,"RASA1",434,0.54993135987047,2.47054739746831e-05,0.161991028294446
"1909",1,"C1","chr1",182604408,182598623,2,"RGS16",1909,0.633922028853788,2.53238320853169e-05,0.242082410199072
"1994",1,"C1","chr1",200891048,200915735,1,"INAVA",1994,0.628519967511744,2.54489856003859e-05,0.162966635193069
"19109",1,"C1","chr5",132295271,132191838,2,"P4HA2",616,0.846763031435943,2.54489856003859e-05,0.135685261862929
"19223",1,"C1","chr5",140174642,140282052,1,"CYSTM1",730,0.508524271697877,2.63081064975629e-05,0.119055418799678
"7403",1,"C1","chr14",91867536,91779751,2,"TC2N",585,0.718005840583623,2.68262917478141e-05,0.421308456362317
"17410",1,"C1","chr3",186546702,186538441,2,"CRYGS",1278,0.908574409349386,2.78427255594397e-05,0.129359231724302
"21142",1,"C1","chr7",27180261,27170591,2,"HOXA10",198,0.862186445270825,2.80835022708718e-05,0.165137623157684
"6435",1,"C1","chr13",41955808,41981565,1,"VWA8-AS1",176,0.639785152242515,2.90607201080417e-05,0.130909063412062
"24499",1,"C1","chrX",102599512,102714671,1,"ARMCX5-GPRASP2",536,0.652411881378056,2.94210586362205e-05,0.104738452365387
"24044",1,"C1","chrX",16946691,17153280,1,"REPS2",81,0.774144656727471,2.96596974738238e-05,0.0668824872203351
"443",1,"C1","chr1",26960406,26949562,2,"KDF1",443,0.74176749695924,3.09173773932767e-05,0.12794008398668
"2851",1,"C1","chr10",69630251,69633599,1,"FAM241B",399,1.13863940429574,3.11076984182922e-05,0.257882473940625
"19667",1,"C1","chr6",1609972,1613897,1,"FOXC1",12,1.05615662149361,3.15195509596606e-05,0.148631972121393
"14507",1,"C1","chr2",240998838,241095568,1,"SNED1",1558,0.910624546358566,3.20578584475324e-05,0.111201739566004
"4136",1,"C1","chr11",61878278,61878216,2,"MIR6746",714,0.700695865166892,3.29442015680867e-05,0.166638678833049
"9155",1,"C1","chr16",66427297,66493529,1,"BEAN1",670,0.732846905356692,3.37910126189994e-05,0.0813260352696569
"9495",1,"C1","chr17",732412,742972,1,"FAM57A",9,1.16028474008321,3.41781015957901e-05,0.108328154227323
"6763",1,"C1","chr13",110561733,110523066,2,"RAB20",504,1.457547309802,3.43292910941509e-05,0.0758314375950214
"3388",1,"C1","chr10",131982013,131966455,2,"BNIP3",936,0.557738738145377,3.53638716864703e-05,0.177086591715149
"2596",1,"C1","chr10",21526368,21513478,2,"SKIDA1",144,0.526233933144292,3.65058367166681e-05,0.209906904016304
"14508",1,"C1","chr2",241102332,241072169,2,"MTERF4",1559,0.637666706292467,3.66168701747024e-05,0.113135279784753
"11843",1,"C1","chr19",17245940,17231883,2,"NR2F6",547,0.574648888343695,3.72338126896288e-05,0.160332599600768
"14798",1,"C1","chr20",32010450,32032180,1,"CCM2L",269,0.995086027853264,3.72338126896288e-05,0.0751374382669718
"10501",1,"C1","chr17",58155133,58156156,1,"OR4D1",1015,0.81993109723704,3.76847150245052e-05,0.255301693723656
"12338",1,"C1","chr19",44051367,44067991,1,"ZNF223",1042,1.01811205094743,3.8039737896357e-05,0.0700932281524342
"9466",1,"C1","chr16",89575768,89597246,1,"CPNE7",981,0.566610608767504,3.86264392908409e-05,0.138305934404378
"21025",1,"C1","chr7",6551436,6497462,2,"GRID2IP",81,0.552385632347457,3.86689823829115e-05,0.195829236444742
"24132",1,"C1","chrX",37990817,37991317,1,"HYPM",169,1.49062930366429,3.87408653017781e-05,0.0770242881045144
"5122",1,"C1","chr12",8455926,8478330,1,"CLEC6A",137,1.22786147716988,3.87784796786403e-05,0.0343703128637995
"24495",1,"C1","chrX",102156057,102153708,2,"BEX5",532,1.35062883158762,3.9435625608193e-05,0.145763010444159
"9012",1,"C1","chr16",31509309,31489471,2,"C16orf58",527,0.734797347407261,3.97446012728711e-05,0.101789357807113
"20680",1,"C1","chr6",131792172,131792231,1,"MIR548H5",1025,1.69199168870017,4.03860472347569e-05,0.111472157947136
"5868",1,"C1","chr12",95551490,95516560,2,"USP44",883,0.883443315011241,4.09793292461439e-05,0.0842750217457583
"8012",1,"C1","chr15",51751561,51816368,1,"TMOD2",344,0.862339841046899,4.1448707563248e-05,0.0836629724445049
"22622",1,"C1","chr8",93166850,93134095,2,"C8orf87",542,1.23077584378276,4.18800811297241e-05,0.0462705404167948
"20341",1,"C1","chr6",52151119,52146814,2,"LINCMD1",686,1.44078098845634,4.21583436544604e-05,0.0695033929564473
"24131",1,"C1","chrX",37847637,37836757,2,"DYNLT3",168,0.687519894742386,4.25391079260555e-05,0.131011123122951
"3743",1,"C1","chr11",17389331,17385859,2,"KCNJ11",321,0.666579509433738,4.28748358421817e-05,0.280246220516789
"2681",1,"C1","chr10",35641252,35641172,2,"MIR4683",229,1.27446264570306,4.30731128063928e-05,0.298335203488551
"1682",1,"C1","chr1",160031991,160027673,2,"PIGM",1682,0.679287802027734,4.35833548243835e-05,0.201303902981014
"2318",1,"C1","chr1",233327768,233385148,1,"MAP3K21",2318,0.687481907047913,4.36321910564965e-05,0.11216408514476
