"","seqnames","idx","start","end","Log2FC","FDR","MeanDiff"
"23163","chr11",4084,72223867,72224367,-1.10219105688322,0.0232789195246146,-0.0703277452577384
"99535","chr5",2700,107476803,107477303,1.40794646408673,0.0233140996198371,0.408731209991202
"80094","chr20",3238,62142654,62143154,-1.01875892358717,0.023380010047157,-0.0741649282315764
"18960","chr10",5890,132446706,132447206,-1.06529190555825,0.0234309228292643,-0.0865926794947784
"69368","chr2",2512,58569690,58570190,2.17852573200694,0.0234807187264175,0.175527765897254
"58723","chr18",1595,59140171,59140671,-1.1999969193631,0.0235926393712681,-0.0726531737909801
"76636","chr2",9780,240143719,240144219,-1.20914510300446,0.0236168702314915,-0.0843345823406554
"80948","chr21",470,33923932,33924432,-1.07340551785817,0.0236970003963495,-0.0837302728156588
"105815","chr6",2823,36130554,36131054,-1.04580276629786,0.0237251555584489,-0.10620768528697
"55264","chr17",5500,68200726,68201226,-1.48837242231547,0.0238792422278447,-0.121831702486733
"54167","chr17",4403,50148682,50149182,-1.94461184772103,0.0239423931358746,-0.0678543954929737
"100486","chr5",3651,134105183,134105683,-1.16530266531601,0.0239712356950544,-0.0895848345179557
"79525","chr20",2669,51417162,51417662,-1.53239488376424,0.0240516565648743,-0.078621737553339
"34015","chr13",1456,50127319,50127819,-1.13269308044295,0.0241005813415201,-0.0705085217145199
"95856","chr4",3567,140150639,140151139,-1.03475416234242,0.0241005813415201,-0.0658730014355148
"128937","chrX",1649,70434373,70434873,-1.63590019152647,0.0241086770743277,-0.0657654160555757
"15922","chr10",2852,70816175,70816675,-1.34857481634895,0.024115636548885,-0.078592754026981
"48328","chr16",3896,71856241,71856741,1.30192210979605,0.0242774801852255,0.189728388566584
"100485","chr5",3650,134104672,134105172,-2.02372541258177,0.0242828581153167,-0.0700988908312907
"38224","chr14",2819,75294571,75295071,-1.04448680236678,0.0242916735546621,-0.074702637634639
"107845","chr6",4853,107715835,107716335,-1.15712881475875,0.0242932344986809,-0.0889542607021667
"51870","chr17",2106,30697820,30698320,-1.39684134931438,0.0243092475021587,-0.0730030183704964
"116537","chr7",5641,148941767,148942267,-1.22288454305057,0.0243217293240099,-0.0577154897897498
"22447","chr11",3368,65613488,65613988,-1.81542891705078,0.0243335004306083,-0.0574602129292453
"68853","chr2",1997,42810866,42811366,-1.34505013210107,0.0243820778424678,-0.119841366740124
"101653","chr5",4818,151155380,151155880,-1.02260477023767,0.0243821671285055,-0.102492493273674
"28006","chr12",2120,47211954,47212454,-1.80353988615218,0.024472142593863,-0.0840757093004098
"55889","chr17",6125,76614117,76614617,2.61657398716285,0.0245057872597844,0.116072256481924
"76044","chr2",9188,231780422,231780922,-1.87178892883789,0.0245057872597844,-0.0593646152451925
"114777","chr7",3881,103279619,103280119,-1.39613290137278,0.0245057872597844,-0.0794104465883115
"40957","chr15",618,40906289,40906789,-1.64909284072906,0.0245332104652908,-0.091636417794744
"77758","chr20",902,25043167,25043667,-1.55669344740783,0.0245538998716841,-0.0606537909215482
"69323","chr2",2467,55419148,55419648,-1.06155527966128,0.0245569774767251,-0.0350776360839915
"81745","chr21",1267,45541626,45542126,-1.09038329696108,0.0246276916668717,-0.105430909830175
"10040","chr1",10040,184753986,184754486,-1.13168687935754,0.0246341820134752,-0.0747022155147346
"101664","chr5",4829,151211696,151212196,-2.36257802062921,0.0246428236463526,-0.0819194936013486
"36124","chr14",719,31025409,31025909,-1.20161150095866,0.0246538544157644,-0.0820724318186238
"55926","chr17",6162,76728169,76728669,-1.34038481277965,0.0246663955344293,-0.0478673957133138
"102426","chr5",5591,172768565,172769065,-1.09598766009924,0.024712039084709,-0.0694148430318825
"105655","chr6",2663,34756397,34756897,-2.727709978935,0.0247169509993143,-0.0895181066732435
"75799","chr2",8943,230226155,230226655,-1.06732153253232,0.0247479270434947,-0.0701085642468174
"22839","chr11",3760,67391101,67391601,-1.14734979840128,0.0247741400618414,-0.0404749558560611
"15040","chr10",1970,43266771,43267271,-3.77847226971297,0.0247957931082033,-0.0399579366330706
"90272","chr3",5250,141409127,141409627,-3.69471736052467,0.0247957931082033,-0.0380072501844412
"96210","chr4",3921,152957330,152957830,4.47974891034174,0.0247957931082033,0.094519776561208
"118089","chr8",831,27324695,27325195,-3.52017718759642,0.0247957931082033,-0.033405663704835
"125547","chr9",3424,124770002,124770502,-3.55197134370601,0.0247957931082033,-0.0416351012697625
"264","chr1",264,1920381,1920881,-3.52940828763585,0.024842279805375,-0.0451475633589421
"1766","chr1",1766,20486065,20486565,-1.22144161147288,0.024842279805375,-0.0655212003322576
"61125","chr19",1704,8512021,8512521,-3.5811935837714,0.024842279805375,-0.0348319785655187
"63457","chr19",4036,32674179,32674679,-3.70967018904069,0.024897390636936,-0.0506045594635602
"104715","chr6",1723,29723886,29724386,-1.04436345055037,0.0249322479156998,-0.122374261338187
"12760","chr1",12760,236281022,236281522,-1.34805232942051,0.0249440322281933,-0.0604729226791002
"29527","chr12",3641,64780202,64780702,-3.63023689388265,0.0249517866690095,-0.0409169761215291
"54637","chr17",4873,59842366,59842866,-2.37784445191106,0.0249719752828168,-0.0810218377442457
"24163","chr11",5084,103682247,103682747,2.5872128015105,0.0249964631322316,0.207173181046545
"7701","chr1",7701,150614161,150614661,-3.33487381023647,0.0250880314630598,-0.0347235291952754
"128387","chrX",1099,46837205,46837705,-1.098608581988,0.0251142539554677,-0.0665161671622808
"19070","chr10",6000,133453575,133454075,-3.35393022470836,0.0251226706209532,-0.0510322467004089
"99114","chr5",2279,88883823,88884323,3.04256658846364,0.0251226706209532,0.0448361715893889
"92554","chr4",265,2009832,2010332,-1.56574823988095,0.0251587921853632,-0.0528091605837114
"1345","chr1",1345,15065802,15066302,1.96891574236815,0.0251611483727113,0.0773801926026878
"99526","chr5",2691,107389027,107389527,1.57964319018496,0.0251635061204281,0.157230797776577
"52097","chr17",2333,35051661,35052161,-2.94752946678807,0.0251702411387286,-0.0293502489954608
"124631","chr9",2508,97984891,97985391,-1.15965875455557,0.0251795168812632,-0.0991980926142274
"17253","chr10",4183,97791903,97792403,-1.38369529890519,0.0251916276075816,-0.0679841590497745
"14017","chr10",947,14877856,14878356,-1.03616789374094,0.025200691249767,-0.0585224239121985
"65550","chr19",6129,48393648,48394148,-3.16251778992809,0.025200691249767,-0.0438525789297452
"7447","chr1",7447,146369908,146370408,-3.10113158836426,0.025261264640117,-0.048868671591423
"74102","chr2",7246,190343851,190344351,-1.13645454759328,0.02526287498176,-0.0750241039820453
"77032","chr20",176,2524985,2525485,-1.77237987978928,0.0253093213622803,-0.0621071567206159
"88368","chr3",3346,71010609,71011109,-2.85453385563706,0.0253167659663682,-0.0361888167302118
"4295","chr1",4295,46339911,46340411,-2.05709031658429,0.0253791796521171,-0.0607630368489671
"14581","chr10",1511,28301963,28302463,-2.33869370382712,0.0253791796521171,-0.0272697732932773
"79886","chr20",3030,57708823,57709323,-2.32135585817443,0.0253791796521171,-0.0414817090693489
"120736","chr8",3478,123038212,123038712,-2.43122820635709,0.0253791796521171,-0.0451113145544908
"55689","chr17",5925,75747745,75748245,-2.10393599076562,0.0254020759331286,-0.0792715864882877
"128983","chrX",1695,71178878,71179378,-2.12219853705107,0.0254020759331286,-0.0689645973749993
"2450","chr1",2450,26363727,26364227,-1.2848758934121,0.0254282512825226,-0.093639833758817
"57163","chr18",35,811150,811650,-1.4989227158397,0.0254282512825226,-0.0329350149580653
"109674","chr6",6682,144346859,144347359,-1.88087636806957,0.0254282512825226,-0.0350874208529628
"8953","chr1",8953,161013673,161014173,-1.7177244128098,0.0254492539836377,-0.12668350350633
"51691","chr17",1927,28902174,28902674,-1.54254227832744,0.0255040415986175,-0.0680918604149734
"126007","chr9",3884,128724646,128725146,-1.38303866755436,0.0255510740050012,-0.0828050461999928
"61336","chr19",1915,10379965,10380465,-1.29284919188294,0.0255880887624018,-0.0763507013572755
"25440","chr11",6361,125569728,125570228,-1.33215908174868,0.0256600397506131,-0.0732784222007464
"28652","chr12",2766,53099304,53099804,-1.18525581605933,0.0256669816822308,-0.0841653754777023
"66651","chr19",7230,55640005,55640505,-1.30164410291457,0.0256669816822308,-0.0713337454585672
"99099","chr5",2264,88502317,88502817,1.8500364916304,0.0257494202340529,0.164944039039872
"45382","chr16",950,8798036,8798536,-1.97200097912803,0.0257633627753503,-0.0650842028670461
"31691","chr12",5805,120446749,120447249,-1.2856341141489,0.0258086058391219,-0.0449913681143531
"34992","chr13",2433,105139718,105140218,1.78038260712149,0.0258086058391219,0.321106247002803
"47172","chr16",2740,50025583,50026083,-1.82611390045584,0.0258086058391219,-0.0728830379780596
"52344","chr17",2580,36192258,36192758,-1.25398717913176,0.0258086058391219,-0.106974330235555
"105550","chr6",2558,33621667,33622167,-1.08764927866941,0.0258086058391219,-0.0534173960432608
"82528","chr22",629,23856950,23857450,-1.60769450552371,0.0258957938573579,-0.0499079760512863
"15883","chr10",2813,70549795,70550295,-1.19609221129925,0.0259842680192273,-0.0692078343030098
"92157","chr3",7135,196502646,196503146,-1.06689451608374,0.0259842680192273,-0.0683789830029787
"100005","chr5",3170,126776191,126776691,-1.11672115861028,0.0260910083486333,-0.0520293455929381
"26598","chr12",712,8697060,8697560,-2.55535289015405,0.026105331601817,-0.0617148953147564
"2416","chr1",2416,26280270,26280770,-1.78196359895927,0.0262083485444389,-0.0446166032674931
"27985","chr12",2099,47080616,47081116,-1.0566438298377,0.0262083485444389,-0.0820941373516708
"64598","chr19",5177,41886619,41887119,-1.0320976061049,0.0262714760869078,-0.0819448883663188
"123122","chr9",999,35690502,35691002,-1.77961327500194,0.0262714760869078,-0.0727380487719375
"125011","chr9",2888,112176513,112177013,1.47643448075929,0.0263021856036243,0.215410423810206
"54711","chr17",4947,61805925,61806425,1.82525556538078,0.0263495940157271,0.142158838683167
"27564","chr12",1678,29164698,29165198,3.08454343421407,0.0264310611932052,0.204020488377349
"120661","chr8",3403,120749368,120749868,1.51583453023552,0.0264528745542297,0.23877459688951
"73641","chr2",6785,174603231,174603731,-1.33083046184849,0.0264556911854073,-0.0865661138800792
"1810","chr1",1810,21175280,21175780,-1.53997221077203,0.0265066690921042,-0.0751985485023209
"6204","chr1",6204,100712963,100713463,1.12702932953043,0.0266548690993872,0.285082537457184
"3632","chr1",3632,39204345,39204845,-1.55986291731364,0.0266678989986854,-0.057640588672153
"109748","chr6",6756,147322372,147322872,2.32722844017657,0.0266832580844684,0.0930338139914185
"4715","chr1",4715,54800707,54801207,-1.80980390933126,0.026777418537791,-0.049499986468426
"56021","chr17",6257,77429994,77430494,-1.09790301419625,0.0268190199632541,-0.0807819035550218
"46795","chr16",2363,30534151,30534651,-1.50927738283787,0.0269117162719885,-0.06263045804679
"42097","chr15",1758,63600116,63600616,-1.31175780590074,0.0269928619924391,-0.085332253534664
"29243","chr12",3357,57238236,57238736,-2.23446145886492,0.0270151124260208,-0.0745037935150092
"81455","chr21",977,42878579,42879079,-2.07362866083674,0.0270151124260208,-0.05342546018584
"62446","chr19",3025,16586739,16587239,-1.55440864320441,0.0270765483838509,-0.0695816097972152
"13229","chr10",159,3786325,3786825,-1.19218933432167,0.0270944136369216,-0.0480596937429312
"78213","chr20",1357,34954922,34955422,-2.26442600684281,0.0271027946466374,-0.0478813692724117
"129496","chrX",2208,107674594,107675094,-1.07634574687976,0.0271993828770046,-0.0815440229997014
"51777","chr17",2013,29568875,29569375,-2.11077410836644,0.027205287766183,-0.0591541642072244
"81500","chr21",1022,43719564,43720064,-2.27146313165614,0.0272349604557066,-0.0793618830162201
"63580","chr19",4159,34772373,34772873,-1.15372728094727,0.027247839262654,-0.0409339608390881
"64827","chr19",5406,43595269,43595769,-1.29600026750476,0.0272594938720572,-0.0567062173374095
"73232","chr2",6376,165777492,165777992,2.71076639211801,0.0272594938720572,0.173290080878171
"35522","chr14",117,21240761,21241261,-3.66203706367619,0.0272831313744886,-0.0625576061503289
"65981","chr19",6560,50003218,50003718,3.94960787669394,0.0272831313744886,0.0921267193911772
"90312","chr3",5290,141738780,141739280,-1.1231763958983,0.0272991905145176,-0.0628209261013232
"92110","chr3",7088,196186641,196187141,-1.99874176012259,0.0273065232658035,-0.0682816369367603
"47029","chr16",2597,31714909,31715409,-3.54805109760587,0.0273877678909936,-0.0523784895421934
"62163","chr19",2742,14505347,14505847,-1.44871883212384,0.0273877678909936,-0.0769763768006272
"32341","chr12",6455,128914882,128915382,-1.2821701422092,0.0274025018374769,-0.0711397771187031
"22672","chr11",3593,66466011,66466511,-1.269074691328,0.027412438434457,-0.0754081602806287
"1570","chr1",1570,16960581,16961081,-1.76979109751852,0.0274362664486515,-0.0573445244960559
"54598","chr17",4834,59706728,59707228,-1.76648333314128,0.0274362664486515,-0.0428957409705484
"65258","chr19",5837,46704406,46704906,-1.28976350372647,0.0274808150527012,-0.0973317358874789
"14203","chr10",1133,21535043,21535543,-2.03506464128595,0.0274820046872863,-0.0589097419121411
"4095","chr1",4095,43979643,43980143,-3.27419190235811,0.0275179877027897,-0.0494808543182442
"60781","chr19",1360,6373758,6374258,-1.73704281870056,0.0275179877027897,-0.0514178341192015
"78172","chr20",1316,34560710,34561210,-3.07894759691719,0.0275179877027897,-0.0407177564693605
"82726","chr22",827,26648657,26649157,-3.2033078472668,0.0275179877027897,-0.0448187281095176
"129300","chrX",2012,82218280,82218780,4.14594698732972,0.0275179877027897,0.116833030002063
"81524","chr21",1046,43866705,43867205,-1.03346482012125,0.027530612628825,-0.0536506052451306
"1456","chr1",1456,15849274,15849774,-1.45531225251118,0.0275373458584554,-0.0633114768006101
"5925","chr1",5925,92537964,92538464,2.35004147408792,0.0275373458584554,0.188841183704724
"9159","chr1",9159,165597439,165597939,-3.99598784149173,0.0275373458584554,-0.0300312561312695
"10439","chr1",10439,198667546,198668046,-3.30861791957145,0.0275373458584554,-0.0594251988268441
"12487","chr1",12487,232950837,232951337,-1.65931907204768,0.0275373458584554,-0.0538231005968259
"14523","chr10",1453,27223864,27224364,-3.97610210761913,0.0275373458584554,-0.0295926645605508
"26934","chr12",1048,10849357,10849857,5.08279830018729,0.0275373458584554,0.0660446752258402
"27016","chr12",1130,12467613,12468113,-4.68129686445043,0.0275373458584554,-0.049512629553242
"28682","chr12",2796,53223310,53223810,-4.77604849226847,0.0275373458584554,-0.0530099317892215
"31710","chr12",5824,120528286,120528786,-3.67777038996159,0.0275373458584554,-0.0236894079347394
"34203","chr13",1644,60009390,60009890,4.92317512632723,0.0275373458584554,0.0589167583302263
"35229","chr13",2670,113863861,113864361,-4.40848121447884,0.0275373458584554,-0.0406357521887753
"37485","chr14",2080,64542121,64542621,-3.95586248204968,0.0275373458584554,-0.0291524323792661
"44600","chr16",168,712774,713274,-4.56407128795059,0.0275373458584554,-0.0454919030831661
"48561","chr16",4129,79089788,79090288,-1.02152717600534,0.0275373458584554,-0.0924677380432374
"49978","chr17",214,2049370,2049870,-1.17751588455038,0.0275373458584554,-0.094685697774588
"63010","chr19",3589,18895388,18895888,-3.75026443733645,0.0275373458584554,-0.0250136726310972
"65226","chr19",5805,46529485,46529985,-3.92580320389321,0.0275373458584554,-0.0285099053310041
"70101","chr2",3245,71071559,71072059,-4.34554070227431,0.0275373458584554,-0.0388153287353629
"71699","chr2",4843,111899119,111899619,-4.2247070106481,0.0275373458584554,-0.0355354188541175
"72540","chr2",5684,144237840,144238340,-4.23143140739124,0.0275373458584554,-0.0357108172011432
"75755","chr2",8899,227848609,227849109,-4.58827671367791,0.0275373458584554,-0.0462955764516403
"78896","chr20",2040,44721495,44721995,4.7012961010565,0.0275373458584554,0.0502318035463364
"84185","chr22",2286,41859098,41859598,-1.27648830321802,0.0275373458584554,-0.0582361335509927
"84368","chr22",2469,43343137,43343637,-3.857602111897,0.0275373458584554,-0.0271007881190089
"87206","chr3",2184,47281473,47281973,-4.5179084876535,0.0275373458584554,-0.0439960774978612
